Co. Corp TKR,Total,Utilities,Supranationals,Government Development Banks,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Metals & Mining,Exploration & Production,Pipeline,Integrated Oils,Airlines,Coal Operations,Oil & Gas Services & Equipment,Renewable Energy,Refining & Marketing,Winding Up Agencies,Government Agencies,Government Regional,Sovereigns,Government Local
EDISUN,31206631,,,,,31206631,,,,,,,,,,,,,,,,
EDF,67931818238,303030000,,,,66432472988,,,,,,,,,,1196315250,,,,,,
EDESAM,85587600,,,,,85587600,,,,,,,,,,,,,,,,
EDEMSA,33054150,33054150,,,,,,,,,,,,,,,,,,,,
EDELPE,359819851,359819851,,,,,,,,,,,,,,,,,,,,
EDE,775000000,775000000,,,,,,,,,,,,,,,,,,,,
EDCPM,369294100,,,,,369294100,,,,,,,,,,,,,,,,
EDCLLI,687709000,,,,,,,,,,,,,,687709000,,,,,,,
ED,13685000000,13685000000,,,,,,,,,,,,,,,,,,,,
ECTESA,43185940,43185940,,,,,,,,,,,,,,,,,,,,
ECS,134577800,,134577800,,,,,,,,,,,,,,,,,,,
ECR,510465000,,,,,,,,,510465000,,,,,,,,,,,,
ECPROC,45852444,,,,,,,45852444,,,,,,,,,,,,,,
ECPHSA,73360800,,,,73360800,,,,,,,,,,,,,,,,,
ECORBZ,82335387,,,,82335387,,,,,,,,,,,,,,,,,
ECOPET,9784427092,,,,,,,,,,,9784427092,,,,,,,,,,
ECOPAR,0,,,,,,,,,,,,,,,0,,,,,,
ECOGEN,0,,,,,0,,,,,,,,,,,,,,,,
ECOGBZ,0,0,,,,,,,,,,,,,,,,,,,,
ECLCI,750000000,750000000,,,,,,,,,,,,,,,,,,,,
ECL,0,,,,,,,0,,,,,,,,,,,,,,
ECHOLN,24539800,,,,,,,,,24539800,,,,,,,,,,,,
ECHO,230000000,,,,230000000,,,,,,,,,,,,,,,,,
ECEEBZ,0,0,,,,,,,,,,,,,,,,,,,,
ECAPAC,0,,,,,,,,,0,,,,,,,,,,,,
ECAMER,100115000,,,,,,,,,100115000,,,,,,,,,,,,
ECACN,4211056000,,,,,,,,,4211056000,,,,,,,,,,,,
EBWW,65423,65423,,,,,,,,,,,,,,,,,,,,
EBVGR,36809700,,,,,,,,,,,,,,36809700,,,,,,,
EBRD,39857107210,,39857107210,,,,,,,,,,,,,,,,,,,
EBMNET,106667000,106667000,,,,,,,,,,,,,,,,,,,,
EBISM,14110385,,,,,,,,,,,,,,,14110385,,,,,,
EBENBZ,95009068,95009068,,,,,,,,,,,,,,,,,,,,
EBAGBZ,0,,,,,,,,0,,,,,,,,,,,,,
EATB,253819200,,,,,,,,,,,,,,,253819200,,,,,,
EASTW,76145760,76145760,,,,,,,,,,,,,,,,,,,,
EASTNO,0,,,,,0,,,,,,,,,,,,,,,,
EASTAR,446267300,,,,,,,446267300,,,,,,,,,,,,,,
EARTTB,126909600,,,,,,,,,,,,,126909600,,,,,,,,
EAPART,1200000000,,,,,,,,,,,,1200000000,,,,,,,,,
EAMZTE,137222414,137222414,,,,,,,,,,,,,,,,,,,,
EAC,0,,,,0,,,,,,,,,,,,,,,,,
EAABOG,35117900,35117900,,,,,,,,,,,,,,,,,,,,
DYN,6138238170,,,,,6138238170,,,,,,,,,,,,,,,,
DWVNG,17465952,,,,,,,17465952,,,,,,,,,,,,,,
DWSMEC,3366940331,,,,3366940331,,,,,,,,,,,,,,,,,
DVN,6919044000,,,,,,,,,6919044000,,,,,,,,,,,,
DVCIN,1559460000,1559460000,,,,,,,,,,,,,,,,,,,,
DURDIS,127307520,,,,,,,,,,,,,,,,,,,127307520,,
DUK,42585623000,42585623000,,,,,,,,,,,,,,,,,,,,
DUGB,3019000000,,,,,,,,,,,,,,,,,,,,3019000000,
DUEAU,687457500,687457500,,,,,,,,,,,,,,,,,,,,
DTGTFC,159485000,,,,,,,,,,,,,159485000,,,,,,,,
DTEKUA,1343770000,,,,,,,,,,,,,1343770000,,,,,,,,
DTEENE,128281000,128281000,,,,,,,,,,,,,,,,,,,,
DTE,10085000000,10085000000,,,,,,,,,,,,,,,,,,,,
DSVDC,659177500,,,,659177500,,,,,,,,,,,,,,,,,
DSM,3128824500,,,,,,,3128824500,,,,,,,,,,,,,,
DSINDC,24547268,,,,,,,,,,,,,,,,24547268,,,,,
DRXLN,767635000,0,,,,767635000,,,,,,,,,,,,,,,,
DRSRIN,54737046,,,,54737046,,,,,,,,,,,,,,,,,
DROGY,101778821,,,,,,,,101778821,,,,,,,,,,,,,
DRC,0,,,,,,,,,,,,,,0,,,,,,,
DRBHMK,679438480,,,,,,679438480,,,,,,,,,,,,,,,
DRALIT,166915101,,,,,,,,,,,,,,,,166915101,,,,,
DQE,1245000000,1245000000,,,,,,,,,,,,,,,,,,,,
DPWGR,6956665203,,,,6956665203,,,,,,,,,,,,,,,,,
DPWDU,4450000000,,,,4450000000,,,,,,,,,,,,,,,,,
DPSCIN,24951360,,,,,24951360,,,,,,,,,,,,,,,,
DPCF,19798000,,,,,,,,,,,,,,,,,,,,19798000,
DOYAPE,12732960,,,,,,,,,,,,,,,,12732960,,,,,
DOWLIN,5760000,,,,,,,,,,,,,,,,,,,,,5760000
DOWA,91441100,,,,,,,,91441100,,,,,,,,,,,,,
DOW,14826302000,,,,,,,14826302000,,,,,,,,,,,,,,
DOSHST,7776389,,,,,,,,7776389,,,,,,,,,,,,,
DORIC,272388000,,,,,,,,,,,,272388000,,,,,,,,,
DONSTL,112695989,,,,,,,,112695989,,,,,,,,,,,,,
DONSTE,6484184,,,,,,,,6484184,,,,,,,,,,,,,
DONMUA,112314996,,,,112314996,,,,,,,,,,,,,,,,,
DONLIN,166963209,,,,,,,,166963209,,,,,,,,,,,,,
DONKSM,46315600,,,,,,,,46315600,,,,,,,,,,,,,
DONFEN,613495000,,,,,,613495000,,,,,,,,,,,,,,,
DONCHE,222314880,,,,,,,222314880,,,,,,,,,,,,,,
DOMPOW,235000000,,,,,235000000,,,,,,,,,,,,,,,,
DOLNRG,1592000000,,,,,,,,,1592000000,,,,,,,,,,,,
DOILPZ,55662000,,,,,,,,,55662000,,,,,,,,,,,,
DOIDIJ,350000000,,,,,,,,350000000,,,,,,,,,,,,,
DOFSUB,239331596,,,,,,,,,,,,,,239331596,,,,,,,
DOF,128361391,,,,128361391,,,,,,,,,,,,,,,,,
DOBUME,60210280,,,,,,,,60210280,,,,,,,,,,,,,
DOBRBZ,20050615,,,,,,,,,,,,,,,20050615,,,,,,
DOBEST,350608600,,,,,,,,350608600,,,,,,,,,,,,,
DO,2000000000,,,,,,,,,,,,,,2000000000,,,,,,,
DNR,1981422000,,,,,,,,,1981422000,,,,,,,,,,,,
DNONO,400000000,,,,,,,,,400000000,,,,,,,,,,,,
DNFYFA,175418000,,,,175418000,,,,,,,,,,,,,,,,,
DMPECH,0,,,,,,,,,,,0,,,,,,,,,,
DMORPH,0,,,,,,,0,,,,,,,,,,,,,,
DMMOBZ,618981750,,,,,,,,,618981750,,,,,,,,,,,,
DMCN,23971230,,,,,,,,23971230,,,,,,,,,,,,,
DLTAHF,537100,,,,,,,,,,,,,,,,,,,537100,,
DLSTRI,159162000,,,,,,,159162000,,,,,,,,,,,,,,
DLSAU,0,,,,,,,,,0,,,,,,,,,,,,
DLNG,250000000,,,,250000000,,,,,,,,,,,,,,,,,
DLHHPO,312280520,,,,312280520,,,,,,,,,,,,,,,,,
DLENIT,72525035,,,,,,,,,72525035,,,,,,,,,,,,
DLEKG,2003622835,,,,,,,,,,,,,,,,2003622835,,,,,
DKL,250000000,,,,,,,,,,,,,,,,250000000,,,,,
DJYXSW,95691000,95691000,,,,,,,,,,,,,,,,,,,,
DISTBZ,49707942,49707942,,,,,,,,,,,,,,,,,,,,
DIREN,224539170,224539170,,,,,,,,,,,,,,,,,,,,
DIRCHA,325000000,,,,325000000,,,,,,,,,,,,,,,,,
DIET,5079780,,,,,,5079780,,,,,,,,,,,,,,,
DIANCH,111639500,111639500,,,,,,,,,,,,,,,,,,,,
DIALIN,811350000,,,,811350000,,,,,,,,,,,,,,,,,
DHICAN,88287705,88287705,,,,,,,,,,,,,,,,,,,,
DGMTRO,243008690,,,,,,,,,,,,,,,,,,,,,243008690
DGFP,14700076394,,,,14700076394,,,,,,,,,,,,,,,,,
DGBLBZ,0,,,,0,,,,,,,,,,,,,,,,,
DGAS,49000000,49000000,,,,,,,,,,,,,,,,,,,,
DFPCIN,0,,,,,,,0,,,,,,,,,,,,,,
DFELFG,103455300,103455300,,,,,,,,,,,,,,,,,,,,
DFDSDC,264193210,,,,264193210,,,,,,,,,,,,,,,,,
DEWAAE,2500000000,2500000000,,,,,,,,,,,,,,,,,,,,
DEVTAM,1280000000,,,,,,,,,,,,,,1280000000,,,,,,,
DEUTFS,0,,,,0,,,,,,,,,,,,,,,,,
DETNOR,642960600,,,,,,,,,642960600,,,,,,,,,,,,
DESTIN,0,,,,,,,,,,,,,,,,,,,,,0
DESEOL,95824800,,,,,,,,,,,,,,,95824800,,,,,,
DERSTG,736194000,,,,,,,,,,,,,,,,736194000,,,,,
DEOELG,231349500,,,,,,,,,231349500,,,,,,,,,,,,
DENKI,246799170,,,,,,,246799170,,,,,,,,,,,,,,
DEMIRE,4874831,,,,,,,,,,,,,,,4874831,,,,,,
DEMAT,0,,,,0,,,,,,,,,,,,,,,,,
DELPOR,113590000,,,,113590000,,,,,,,,,,,,,,,,,
DEECN,71913690,,,,,,,,,71913690,,,,,,,,,,,,
DEDRL,437440830,,,,,,,,,437440830,,,,,,,,,,,,
DEBEER,0,,,,,,,,0,,,,,,,,,,,,,
DEAFIN,490796000,,,,,,,,,490796000,,,,,,,,,,,,
DD,9565768000,,,,,,,9565768000,,,,,,,,,,,,,,
DCPLN,3333028,,,,,,,,3333028,,,,,,,,,,,,,
DCP,5225000000,,,,,,,,,,5225000000,,,,,,,,,,,
DCILIN,9181789,,,,9181789,,,,,,,,,,,,,,,,,
DCIC,159485000,,,,,,,,,,,,,,,159485000,,,,,,
DCBPW,11695950,11695950,,,,,,,,,,,,,,,,,,,,
DBBJUP,112883080,,,,,,,,,,,,,,,112883080,,,,,,
DAYFRE,0,,,,0,,,,,,,,,,,,,,,,,
DAYENG,76750463,,,,,,,,76750463,,,,,,,,,,,,,
DATONG,11930277800,,,,,,,,,,,,,11930277800,,,,,,,,
DATANG,10974175300,10862665000,,,,111510300,,,,,,,,,,,,,,,,
DATACO,47845500,,,,,,,,,,,,,47845500,,,,,,,,
DANPOR,1266646050,,,,1266646050,,,,,,,,,,,,,,,,,
DANAGR,8725752,,,,,,,8725752,,,,,,,,,,,,,,
DAL,4903784900,,,,,,,,,,,,4903784900,,,,,,,,,
DAIYAN,56217690,,,,,,,,56217690,,,,,,,,,,,,,
DAITCH,3826810,,,,,,,3826810,,,,,,,,,,,,,,
DAISO,160807601,,,,,,,160807601,,,,,,,,,,,,,,
DAIPON,639628700,,,,,,,639628700,,,,,,,,,,,,,,
DAIGR,79441993355,,,,,,79441993355,,,,,,,,,,,,,,,
DAIDST,182882200,,,,,,,,182882200,,,,,,,,,,,,,
DAICEL,548646600,,,,,,,548646600,,,,,,,,,,,,,,
DAIBEC,185262400,,,,,,,185262400,,,,,,,,,,,,,,
DAHENE,61349500,,,,,61349500,,,,,,,,,,,,,,,,
DAEWCH,5465241,,,,,,,5465241,,,,,,,,,,,,,,
DAENRG,46315600,,,,,,,,,,,,,,,46315600,,,,,,
DAENER,46315600,46315600,,,,,,,,,,,,,,,,,,,,
DAELIC,148209920,,,,,,,148209920,,,,,,,,,,,,,,
DAEJOO,92631,,,,,,,92631,,,,,,,,,,,,,,
DAEJNG,0,,,,,,,0,,,,,,,,,,,,,,
DAEINT,795711480,,,,,,,,795711480,,,,,,,,,,,,,
DAEIND,274651693,,,,,,,250104425,,,,,,,,,24547268,,,,,
DAECHN,3056830,,,,,,,,3056830,,,,,,,,,,,,,
DAAFIN,846890584,,,,846890584,,,,,,,,,,,,,,,,,
D,28947244500,28947244500,,,,0,,,,,,,,,,,,,,,,
CZZ,500000000,,,,,,,,,,,,,,,,500000000,,,,,
CYDSA,330000000,,,,,,,330000000,,,,,,,,,,,,,,
CYCLEN,6134950,,,,,,,,,,,,,,,6134950,,,,,,
CXO,2400000000,,,,,,,,,2400000000,,,,,,,,,,,,
CXLXSP,175175100,,,,,,,175175100,,,,,,,,,,,,,,
CXDC,0,,,,,,,0,,,,,,,,,,,,,,
CWWATR,500798,500798,,,,,,,,,,,,,,,,,,,,
CWTSP,151490400,,,,151490400,,,,,,,,,,,,,,,,,
CWT,382354820,382354820,,,,,,,,,,,,,,,,,,,,
CWLM,500331000,,,,500331000,,,,,,,,,,,,,,,,,
CWAHK,300000000,300000000,,,,,,,,,,,,,,,,,,,,
CVX,30162622000,,,,,,,,,0,,30162622000,,,,,,,,,,
CVI,500000000,,,,,,,,,,,,,,,,500000000,,,,,
CVGI,0,,,,0,,,,,,,,,,,,,,,,,
CVECN,7650001000,,,,,,,,,,,7650001000,,,,,,,,,,
CVA,0,,,,,,,,,,,,,,,0,,,,,,
CUSCN,183574503,,,,,,,183574503,,,,,,,,,,,,,,
CUCNPK,0,0,,,,,,,,,,,,,,,,,,,,
CUCN,6225094095,6225094095,,,,,,,,,,,,,,,,,,,,
CUBIKR,9263120,,,,,,,9263120,,,,,,,,,,,,,,
CUAIBZ,52878716,52878716,,,,,,,,,,,,,,,,,,,,
CTXAU,118305000,,,,,,,,,,,,,,,,118305000,,,,,
CTTSBZ,19234031,19234031,,,,,,,,,,,,,,,,,,,,
CTREBZ,29562874,29562874,,,,,,,,,,,,,,,,,,,,
CTEFRA,3582810800,3582810800,,,,,,,,,,,,,,,,,,,,
CTEEP,297791741,297791741,,,,,,,,,,,,,,,,,,,,
CTECKZ,104653897,104653897,,,,,,,,,,,,,,,,,,,,
CTECHU,0,,,,,,,,,,,,,,,0,,,,,,
CTCBON,498157940,,,,,,,498157940,,,,,,,,,,,,,,
CTAM,165864000,,,,,,,,165864000,,,,,,,,,,,,,
CSTM,2408893000,,,,,,,,2408893000,,,,,,,,,,,,,
CSSXF,467255802,,,,,,,,,,,,,,,467255802,,,,,,
CSRN,212564890,212564890,,,,,,,,,,,,,,,,,,,,
CSPDCL,115789905,115789905,,,,,,,,,,,,,,,,,,,,
CSNABZ,3334353170,,,,,,,,3334353170,,,,,,,,,,,,,
CSMOIL,344365747,,,,,,,,,,,,,,,,344365747,,,,,
CSMGBZ,225108638,225108638,,,,,,,,,,,,,,,,,,,,
CSMAU,0,,,,,,,,0,,,,,,,,,,,,,
CSIQ,150000000,,,,,,,,,,,,,,,150000000,,,,,,
CSIC,1115749000,,,,1115749000,,,,,,,,,,,,,,,,,
CSELSO,23740413,,,,,,,23740413,,,,,,,,,,,,,,
CSCHCN,1736448500,,,,1736448500,,,,,,,,,,,,,,,,,
CSANBZ,821736287,,,,,,,,,,,,,,,,821736287,,,,,
CRZO,1354425000,,,,,,,,,1354425000,,,,,,,,,,,,
CRSCNT,0,,,,,,,,0,,,,,,,,,,,,,
CRS,605000000,,,,,,,,605000000,,,,,,,,,,,,,
CRROCK,1000000000,,,,,,,,,1000000000,,,,,,,,,,,,
CROCOG,119108000,119108000,,,,,,,,,,,,,,,,,,,,
CRNRCH,450000000,,,,,,,450000000,,,,,,,,,,,,,,
CRMX,11074109,,,,,,,11074109,,,,,,,,,,,,,,
CRMOF,0,,,,,,,,,,,,,,,,0,,,,,
CRK,1185842000,,,,,,,,,1185842000,,,,,,,,,,,,
CRDBBR,290116976,,,,290116976,,,,,,,,,,,,,,,,,
CRCN,238701600,,,,,,,,,238701600,,,,,,,,,,,,
CRC,2742905000,,,,,,,,,2742905000,,,,,,,,,,,,
CQWUJI,111639500,,,,,111639500,,,,,,,,,,,,,,,,
CQVCO,0,,,,,,,0,,,,,,,,,,,,,,
CQSSID,79742500,,,,,,,79742500,,,,,,,,,,,,,,
CQSKIG,238743000,,,,,,238743000,,,,,,,,,,,,,,,
CQSHIP,71622900,,,,71622900,,,,,,,,,,,,,,,,,
CQP,1500000000,,,,,,,,,,1500000000,,,,,,,,,,,
CQNAWA,430609500,430609500,,,,,,,,,,,,,,,,,,,,
CQIRST,159355800,,,,,,,,159355800,,,,,,,,,,,,,
CQGJCO,60481560,,,,60481560,,,,,,,,,,,,,,,,,
CQEXPR,1753601020,,,,1753601020,,,,,,,,,,,,,,,,,
CQCHEM,2315346750,,,,,,,2315346750,,,,,,,,,,,,,,
CPXPKG,0,,,,,0,,,,,,,,,,,,,,,,
CPXCN,799041000,,,,,799041000,,,,,,,,,,,,,,,,
CPVPWR,74849227,,,,,,,,,,,,,,,74849227,,,,,,
CPTESA,32370947,32370947,,,,,,,,,,,,,,,,,,,,
CPN,5875000000,,,,,5875000000,,,,,,,,,,,,,,,,
CPLEBZ,1594288516,1594288516,,,,,,,,,,,,,,,,,,,,
CPK,62100000,62100000,,,,,,,,,,,,,,,,,,,,
CPGX,2750000000,,,,,,,,,,2750000000,,,,,,,,,,,
CPGCN,307783600,,,,,,,,,307783600,,,,,,,,,,,,
CPFEBZ,2140798928,1431824615,,,,268364696,,,,,,,,,,440609618,,,,,,
CPF,0,,,,,,,,0,,,,,,,,,,,,,
CPEPW,8833260,8833260,,,,,,,,,,,,,,,,,,,,
CPE,600000000,,,,,,,,,600000000,,,,,,,,,,,,
CPDBAR,414000,,,,414000,,,,,,,,,,,,,,,,,
CPCHEM,2100000000,,,,,,,2100000000,,,,,,,,,,,,,,
CPC,4690164460,,,,,,,,,,,4690164460,,,,,,,,,,
CPAPIN,636454613,,,,,636454613,,,,,,,,,,,,,,,,
CPAC,0,,,,,,,,0,,,,,,,,,,,,,
COVPAR,625000000,,,,,,,,,625000000,,,,,,,,,,,,
COVEGR,1840485000,,,,,,,1840485000,,,,,,,,,,,,,,
COSL,3833108500,,,,,,,,,,,,,,3833108500,,,,,,,
COSIG,31844565,,,,31844565,,,,,,,,,,,,,,,,,
COSICE,1873651951,,,,,,,,,,,,,,,,,,1873651951,,,
COSHOL,2432458000,,,,2432458000,,,,,,,,,,,,,,,,,
COSHLG,50654800,,,,50654800,,,,,,,,,,,,,,,,,
COSGEO,0,,,,,0,,,,,,,,,,,,,,,,
COSCO,159162000,,,,159162000,,,,,,,,,,,,,,,,,
COSCN,836247000,,,,,,,,,836247000,,,,,,,,,,,,
COSCHE,26260945,,,,,,,26260945,,,,,,,,,,,,,,
CORYCO,70665063,,,,,70665063,,,,,,,,,,,,,,,,
CORUMB,110569092,,,,,110569092,,,,,,,,,,,,,,,,
CORRED,0,,,,0,,,,,,,,,,,,,,,,,
CORMEX,983412,,,,,,,983412,,,,,,,,,,,,,,
COPI,197177600,,,,,,,,,,,,,,,,197177600,,,,,
COPEC,217244700,,,,,,,,,,,,,,,,217244700,,,,,
COP,16127283930,,,,645000000,,,,,15476229000,,6054930,,,,,0,,,,,
CONTIE,321803117,,,,321803117,,,,,,,,,,,,,,,,,
CONSRE,2004085800,,,,,,,,2004085800,,,,,,,,,,,,,
CONSIL,119485300,,,,119485300,,,,,,,,,,,,,,,,,
CONSEN,1298800000,,,,,,,1298800000,,,,,,,,,,,,,,
CONLPE,34968215,34968215,,,,,,,,,,,,,,,,,,,,
CONGLO,1047870000,,,,,858893000,,,,,,,,,,188977000,,,,,,
CONAGA,29485000,29485000,,,,,,,,,,,,,,,,,,,,
CONAFE,2211,2211,,,,,,,,,,,,,,,,,,,,
CONACN,0,,,,,,,,,0,,,,,,,,,,,,
COMWIN,290697508,,,,,290697508,,,,,,,,,,,,,,,,
COMPON,117662820,,,,,,,,117662820,,,,,,,,,,,,,
COMFBZ,0,,,,0,,,,,,,,,,,,,,,,,
COMANP,0,,,,,0,,,,,,,,,,,,,,,,
COLTEC,0,,,,,,,0,,,,,,,,,,,,,,
COLPLN,1985000000,,,,,,,,,,1985000000,,,,,,,,,,,
COLLIN,242094700,,,,242094700,,,,,,,,,,,,,,,,,
COLLAD,10726860,,,,,,,,10726860,,,,,,,,,,,,,
COLENE,1604709,,,,,,,,,,,,,,,1604709,,,,,,
COLBUN,1000013349,1000013349,,,,,,,,,,,,,,,,,,,,
COGEN,633120267,,,,,633120267,,,,,,,,,,,,,,,,
COG,1592000000,,,,,,,,,1592000000,,,,,,,,,,,,
COELCE,184671902,184671902,,,,,,,,,,,,,,,,,,,,
COEINC,0,,,,,,,,,,,,,0,,,,,,,,
COE,22269557933,,22269557933,,,,,,,,,,,,,,,,,,,
CODRAL,50920085,,,,50920085,,,,,,,,,,,,,,,,,
CODFBZ,0,,,,0,,,,,,,,,,,,,,,,,
CODENS,477631534,477631534,,,,,,,,,,,,,,,,,,,,
COCOLL,622207,,,,,,,,,,,,,,,,,,,,,622207
COCHIN,34775958,,,,34775958,,,,,,,,,,,,,,,,,
COBREM,221731900,,,,,,,,221731900,,,,,,,,,,,,,
COBKAC,375000000,,,,,,,,,,,,,,,,,,375000000,,,
COBEBO,28026806,28026806,,,,,,,,,,,,,,,,,,,,
COAURA,220082400,,,,220082400,,,,,,,,,,,,,,,,,
COALIM,1438137260,,,,,,,,,,,,,1438137260,,,,,,,,
CNX,2230980000,,,,,,,,,2230980000,,,,,,,,,,,,
CNWEST,124146360,,,,,,,,,,,,124146360,,,,,,,,,
CNW,300000000,,,,300000000,,,,,,,,,,,,,,,,,
CNTPET,0,,,,,,,,,,,,,,,,,,,0,,
CNSSHP,73619400,,,,73619400,,,,,,,,,,,,,,,,,
CNSHIP,637617000,,,,637617000,,,,,,,,,,,,,,,,,
CNQCN,11879863800,,,,,,,,,11879863800,,,,,,,,,,,,
CNPCCH,62652387614,,,,,,,,,4350000000,,58302387614,,,,,,,,,,
CNP,5835700000,5835700000,,,,,,,,,,,,,,,,,,,,
CNOOC,21345115000,,,,,,,,,17003495000,,4341620000,,,,,,,,,,
CNOGAS,153373750,,,,,,,,,153373750,,,,,,,,,,,,
CNNAGC,238743000,,,,,,,238743000,,,,,,,,,,,,,,
CNMGBZ,141896660,,,,141896660,,,,,,,,,,,,,,,,,
CNLOGI,300000000,,,,300000000,,,,,,,,,,,,,,,,,
CNLBRG,42544400,,,,42544400,,,,,,,,,,,,,,,,,
CNL,2075000000,2075000000,,,,,,,,,,,,,,,,,,,,
CNHTC,1353380880,,,,1353380880,,,,,,,,,,,,,,,,,
CNGEST,613495000,613495000,,,,,,,,,,,,,,,,,,,,
CNGAS,717682500,717682500,,,,,,,,,,,,,,,,,,,,
CNFMMZ,3167255500,,,,,,,,3167255500,,,,,,,,,,,,,
CNFLCR,47117520,47117520,,,,,,,,,,,,,,,,,,,,
CNBG,4703231700,,,,,,,4703231700,,,,,,,,,,,,,,
CNALN,7759708250,7759708250,,,,,,,,,,,,,,,,,,,,
CMVILL,718210,,,,,,,,,,,,,,,,,,,,,718210
CMS,8210000000,2675000000,,,,5535000000,,,,,,,,,,,,,,,,
CMP,250000000,,,,,,,,250000000,,,,,,,,,,,,,
CMLP,1200000000,,,,,,,,,,1200000000,,,,,,,,,,,
CMIGBZ,3787823679,1462345692,,,,2325477987,,,,,,,,,,,,,,,,
CMI,1472672000,,,,1472672000,,,,,,,,,,,,,,,,,
CMHI,1797905000,,,,1797905000,,,,,,,,,,,,,,,,,
CMGDBZ,162598912,162598912,,,,,,,,,,,,,,,,,,,,
CMC,630000000,,,,,,,,630000000,,,,,,,,,,,,,
CMACG,2607353750,,,,2607353750,,,,,,,,,,,,,,,,,
CLRWTR,625000,625000,,,,,,,,,,,,,,,,,,,,
CLR,6199000000,,,,,,,,,6199000000,,,,,,,,,,,,
CLNVX,924687900,,,,,,,924687900,,,,,,,,,,,,,,
CLNGBZ,13296645,,,,,,,,,,,,,,,13296645,,,,,,
CLNE,110450000,,,,,,,,,,,,,,,,110450000,,,,,
CLNDBZ,5604032,,,,5604032,,,,,,,,,,,,,,,,,
CLMT,1975000000,,,,,,,,,,,,,,,,1975000000,,,,,
CLKERG,66325250,,,,,,,,,,,66325250,,,,,,,,,,
CLFSCZ,10025308,10025308,,,,,,,,,,,,,,,,,,,,
CLF,2439375000,,,,,,,,2439375000,,,,,,,,,,,,,
CLEVTH,0,0,,,,,,,,,,,,,,,,,,,,
CLD,346774000,,,,,,,,,,,,,346774000,,,,,,,,
CLCCN,34982100,,,,,,,,,34982100,,,,,,,,,,,,
CLB,150000000,,,,,,,,,,,,,,150000000,,,,,,,
CKPW,126909600,,,,,126909600,,,,,,,,,,,,,,,,
CKINF,1850000000,1850000000,,,,,,,,,,,,,,,,,,,,
CKH,447545000,,,,0,,,,,,,,,,447545000,,,,,,,
CJTCN,99459000,,,,99459000,,,,,,,,,,,,,,,,,
CJCN,39783600,,,,,,,,,39783600,,,,,,,,,,,,
CITPET,650000000,,,,,,,,,,,,,,,,650000000,,,,,
CITOH,2887851950,,,,,,,,,2887851950,,,,,,,,,,,,
CITOFL,137161650,,,,,,,,,,,,,,,,137161650,,,,,
CITICO,0,,,,,,,,,,,,,,0,,,,,,,
CITIC,2677410000,,,,,,,,2677410000,,,,,,,,,,,,,
CITHOL,1500000000,,,,,,,,,,,,,,,,1500000000,,,,,
CITCOR,1952500000,,,,,,,,,,1952500000,,,,,,,,,,,
CINPL,55214550,,,,,,,55214550,,,,,,,,,,,,,,
CIKLIS,550000000,,,,,550000000,,,,,,,,,,,,,,,,
CIEPW,0,,,,,,,0,,,,,,,,,,,,,,
CIEI,2840794000,,,,,,,,,2840794000,,,,,,,,,,,,
CIATRA,9254130,9254130,,,,,,,,,,,,,,,,,,,,
CIAGEN,43150000,,,,,,,,,,,,,,,,,,,43150000,,
CIABBZ,15027624,15027624,,,,,,,,,,,,,,,,,,,,
CHWPWR,207136700,,,,,,,,,,,,,,,207136700,,,,,,
CHWATE,12788500,12788500,,,,,,,,,,,,,,,,,,,,
CHUGEP,8645877418,8645877418,,,,,,,,,,,,,,,,,,,,
CHUG,0,,,,,0,,,,,,,,,,,,,,,,
CHUBEP,6205550145,6205550145,,,,,,,,,,,,,,,,,,,,
CHUANT,270575400,270575400,,,,,,,,,,,,,,,,,,,,
CHSHIP,1456910000,,,,1456910000,,,,,,,,,,,,,,,,,
CHSALT,79742500,,,,,,,79742500,,,,,,,,,,,,,,
CHRW,500000000,,,,500000000,,,,,,,,,,,,,,,,,
CHRLMS,1594850000,,,,,,,,1594850000,,,,,,,,,,,,,
CHRINT,127372500,,,,127372500,,,,,,,,,,,,,,,,,
CHRBCN,159134400,,,,,,,,,,,,159134400,,,,,,,,,
CHQWTR,843881600,843881600,,,,,,,,,,,,,,,,,,,,
CHQWAT,239227500,239227500,,,,,,,,,,,,,,,,,,,,
CHQLTG,95497200,,,,95497200,,,,,,,,,,,,,,,,,
CHQISZ,63794000,,,,,,,,,,,,,63794000,,,,,,,,
CHQCHA,4045492600,,,,,,4045492600,,,,,,,,,,,,,,,
CHQAGR,0,,,,,,,0,,,,,,,,,,,,,,
CHPOSG,2231498000,,,,2231498000,,,,,,,,,,,,,,,,,
CHPABZ,21589472,,,,,21589472,,,,,,,,,,,,,,,,
CHOWTB,42498852,,,,,,,,42498852,,,,,,,,,,,,,
CHOWEN,3172740,,,,,,,,,,,,,,,3172740,,,,,,
CHOTB,9518220,,,,9518220,,,,,,,,,,,,,,,,,
CHOLIF,216273534,,,,,,216273534,,,,,,,,,,,,,,,
CHOHBP,79742500,,,,,,,,,,,,,,79742500,,,,,,,
CHOGEN,281909000,,,,,,,,,,,281909000,,,,,,,,,,
CHOFHL,12788500,,,,12788500,,,,,,,,,,,,,,,,,
CHOBI,13894680,,,,,,,13894680,,,,,,,,,,,,,,
CHNTUN,279370066,,,,,,,,279370066,,,,,,,,,,,,,
CHNRHC,65031441,,,,,,,,65031441,,,,,,,,,,,,,
