ISIN,MarketValue,Currency
XS1733226747,24217,EUR
XS1733231663,2447,EUR
XS1733958927,6108,EUR
XS1734328799,8452,EUR
XS1734533372,60689,EUR
XS1734689620,148968,EUR
XS1735583095,14122,EUR
XS1739546627,209940,EUR
XS1739592142,12444,EUR
XS1746107975,100586,EUR
XS1747670922,139854,EUR
XS1748436356,24952,EUR
XS1748456974,121025,EUR
XS1750122225,12409,EUR
XS1750349190,313675,EUR
XS1750974658,121510,EUR
XS1750986744,59758,EUR
XS1751004232,49852,EUR
XS1752475720,76666,EUR
XS1753808929,12167,EUR
XS1755428502,137517,EUR
XS1756356371,3124,EUR
XS1756364474,25526,EUR
XS1756722069,15460,EUR
XS1757377400,73949,EUR
XS1757394322,11840,EUR
XS1757821688,9280,EUR
XS1758696972,48650,EUR
XS1761721262,107628,EUR
XS1761785077,280582,EUR
XS1765875718,159122,EUR
XS1766477522,12759,EUR
XS1767052050,14877,EUR
XS1767087866,63205,EUR
XS1767930586,11630,EUR
XS1767931121,360080,EUR
XS1769041192,393565,EUR
XS1769041606,62105,EUR
XS1769091296,101293,EUR
XS1771723167,2501,EUR
XS1775786145,25429,EUR
XS1775786574,436198,EUR
XS1777969996,262863,EUR
XS1781401085,58332,EUR
XS1782806357,7676,EUR
XS1784059930,305298,EUR
XS1784071042,51530,EUR
XS1784246701,4931,EUR
XS1785340172,816688,EUR
XS1785474294,4960,EUR
XS1785795763,713740,EUR
XS1785813251,113723,EUR
XS1788529490,151124,EUR
XS1788558754,11398,EUR
XS1788586375,27946,EUR
XS1788605936,10615,EUR
XS1788694856,23094,EUR
XS1788973573,7147,EUR
XS1789699607,16600,EUR
XS1789752182,647555,EUR
XS1789759195,279212,EUR
XS1790961962,29552,EUR
XS1791443440,4859,EUR
XS1791484394,2876,EUR
XS1792505866,15626,EUR
XS1793255941,33890,EUR
XS1793273092,64042,EUR
XS1793316834,23209,EUR
XS1793349926,12305,EUR
XS1794084068,15776,EUR
XS1794209459,11029,EUR
XS1794394848,50539,EUR
XS1794675931,102198,EUR
XS1795252672,124984,EUR
XS1795253134,123542,EUR
XS1795406575,58754,EUR
XS1795406658,18438,EUR
XS1795407979,25422,EUR
XS1795409082,768310,EUR
XS1796079488,2461,EUR
XS1796208632,61699,EUR
XS1796209010,224909,EUR
XS1799611642,227417,EUR
XS1799640666,3931,EUR
XS1799939027,4827,EUR
XS1801129286,64698,EUR
XS1801786275,7648,EUR
XS1802465846,5031,EUR
XS1803247557,12617,EUR
XS1805353734,190417,EUR
XS1806124753,24766,EUR
XS1806130305,146437,EUR
XS1806368897,126808,EUR
XS1808351214,46593,EUR
XS1808395930,98874,EUR
XS1808480534,113512,EUR
XS1808482746,501900,EUR
XS1808984501,2505,EUR
XS1810653540,135039,EUR
XS1810963147,37537,EUR
XS1810963659,579875,EUR
XS1811024543,10078,EUR
XS1811198701,231875,EUR
XS1811213781,13053,EUR
XS1811433983,318495,EUR
XS1811435251,742446,EUR
XS1811792792,3663,EUR
XS1811812574,178631,EUR
XS1812878889,347829,EUR
XS1812905526,12394,EUR
XS1813593313,23007,EUR
XS1813724603,10849,EUR
XS1814065345,6644,EUR
XS1814546013,8005,EUR
XS1815116568,15073,EUR
XS1815116998,99272,EUR
XS1815135352,313298,EUR
XS1819574929,675517,EUR
XS1820748538,124820,EUR
XS1820759147,2296,EUR
XS1821883102,22058,EUR
XS1822302193,75941,EUR
XS1822828122,50965,EUR
XS1822829799,155943,EUR
XS1823246712,27042,EUR
XS1823246803,16708,EUR
XS1823502577,18682,EUR
XS1823502650,50799,EUR
XS1823623878,87870,EUR
XS1824424706,23745,EUR
XS1824425182,150642,EUR
XS1824462896,65524,EUR
XS1827600724,25111,EUR
XS1827819910,430615,EUR
XS1828028677,225669,EUR
XS1828032786,76868,EUR
XS1828033834,101826,EUR
XS1828037827,158257,EUR
XS1829217345,98539,EUR
XS1829217428,88968,EUR
XS1829259008,48814,EUR
XS1829261087,512877,EUR
XS1829325239,73778,EUR
XS1835955474,657625,EUR
XS1837142444,232830,EUR
XS1837142790,25616,EUR
XS1838072426,19346,EUR
XS1839680680,12720,EUR
XS1839682116,20306,EUR
XS1840614736,62613,EUR
XS1840614900,22613,EUR
XS1840618059,12331,EUR
XS1840618216,619165,EUR
XS1841967356,21020,EUR
XS1842120997,180123,EUR
XS1842961440,37784,EUR
XS1843448314,567227,EUR
XS1843449049,7854,EUR
XS1843449122,148359,EUR
XS1843449395,162631,EUR
XS1843459436,19391,EUR
XS1843459600,42417,EUR
XS1843459782,20131,EUR
XS1843459865,7336,EUR
XS1843460525,14936,EUR
XS1843462497,5804,EUR
XS1846631049,5821,EUR
XS1846632104,37141,EUR
XS1847692636,167717,EUR
XS1849518276,5058,EUR
XS1849558900,3577,EUR
XS1851277969,97558,EUR
XS1851278777,202718,EUR
XS1851302312,17634,EUR
XS1851313863,12708,EUR
XS1853417712,91620,EUR
XS1853999313,176072,EUR
XS1854830889,80675,EUR
XS1856797219,512024,EUR
XS1858998708,6464,EUR
XS1859010685,5012,EUR
XS1859337419,2804,EUR
XS1860216909,4992,EUR
XS1861206636,398271,EUR
XS1861322383,25141,EUR
XS1861334552,200297,EUR
XS1862511729,4113,EUR
XS1865186321,24927,EUR
XS1865186677,56300,EUR
XS1867412006,114492,EUR
XS1871439342,75654,EUR
XS1872032369,112976,EUR
XS1872032799,50211,EUR
XS1873143561,45528,EUR
XS1873143645,119247,EUR
XS1873208950,49685,EUR
XS1873209172,198558,EUR
XS1873219304,76326,EUR
XS1873982745,4925,EUR
XS1874127902,138639,EUR
XS1874128033,63028,EUR
XS1875284702,19187,EUR
XS1877595014,276882,EUR
XS1877836079,39792,EUR
XS1877892148,23163,EUR
XS1877937851,50616,EUR
XS1878856803,12048,EUR
XS1879112495,212049,EUR
XS1879565791,7165,EUR
XS1881005117,4382,EUR
XS1881005976,12433,EUR
XS1881533563,66772,EUR
XS1881593971,17620,EUR
XS1881594946,15152,EUR
XS1882544205,123793,EUR
XS1882544973,235295,EUR
XS1882681452,15152,EUR
XS1883245331,114105,EUR
XS1883278183,50234,EUR
XS1883352095,43935,EUR
XS1883354547,4512,EUR
XS1883354620,28268,EUR
XS1883355197,150347,EUR
XS1883878966,79735,EUR
XS1884740041,15144,EUR
XS1884811594,6088,EUR
XS1884813293,37218,EUR
XS1886399093,11793,EUR
XS1886403200,99932,EUR
XS1886543476,5850,EUR
XS1886577615,6351,EUR
XS1888184121,303300,EUR
XS1888206627,151103,EUR
XS1888221261,4448,EUR
XS1888229249,22746,EUR
XS1889107931,4857,EUR
XS1892117919,14506,EUR
XS1893631769,92893,EUR
XS1894490033,830256,EUR
XS1895495478,10139,EUR
XS1896662175,27664,EUR
XS1899009705,329408,EUR
XS1900101046,9952,EUR
XS1900562288,11448,EUR
XS1900750107,44174,EUR
XS1900752814,40506,EUR
XS1900752905,543337,EUR
XS1901137361,84413,EUR
XS1907118894,5796,EUR
XS1907122656,63521,EUR
XS1907150350,16259,EUR
XS1907150780,22469,EUR
XS1907155235,242836,EUR
XS1908248963,17005,EUR
XS1908273219,121084,EUR
XS1909186451,573418,EUR
XS1909193150,50892,EUR
XS1909193317,44871,EUR
XS1910245676,10028,EUR
XS1910948162,90637,EUR
XS1910948329,25399,EUR
XS1910948675,39275,EUR
XS1911645049,323739,EUR
XS1914485534,9694,EUR
XS1914502304,7775,EUR
XS1914502643,90847,EUR
XS1914937021,17728,EUR
XS1917358621,43120,EUR
XS1917577931,118945,EUR
XS1917590876,43288,EUR
XS1917590959,463450,EUR
XS1917591411,150983,EUR
XS1917601582,23451,EUR
XS1917880871,178474,EUR
XS1917947613,75547,EUR
XS1918000107,99308,EUR
